bonus is real! kokoon sa consumer is real! pakaraya raw rabi serbisyo ninyo casureco,Negative,Labeled,
ill ta pag nararaot a mga appliances namo diri man ninyo mababalyuwan.,Negative,Labeled,
maging totoo sana kamo tanganing diri kamo napag iisipan kin uno pa man.,Negative,Labeled,
lang surang surang bagana na christmas light ading sulo!,Negative,Labeled,
nagbabayad man sa toltol dapat toltol man serbisyo itao casurico 3!,Negative,Labeled,
ahh serbisyo palpak pero kin migsingil lang ispid?,Negative,Labeled,
casureco 3 palpak a ibang casureco sadi camsur amo adi palpak ta uda basang notisya o kin abiso kin mauudaan sa kuryente.,Negative,Labeled,
"atang pandemya na ngani usad p man adi nagpapasakit hays,",Negative,Labeled,
harani na a bagong taon sana magbago naman kamo casureco 3,Negative,Labeled,
paki unplugged po muna mga appliances nindo kung uda kamo voltage regulator lalo mg flat screen tv .deficil na .maraot an..po,Negative,Labeled,
same in nabua..ngiri pati ka on and off ka kuryente ta tlagang kapa raot sa gamit!,Negative,Labeled,
"uda basang nakaka solve kan na taga casureco ill, eversince the world begun",Negative,Labeled,
nata kaiba kmi sadi nabua na oda kurynte 11pm ping oda na kurynte,Negative,Labeled,
nkaka hb mn tlaga an casureco n ini..,Negative,Labeled,
samuya nag reading kasuhapon..oy ta lintian na babayaran mi 5k mahigit.,Negative,Labeled,
imagine ah. palibhasa hurugakon an mga meter reader ninda..,Negative,Labeled,
pigpra tuom sna palan an mga reading me..,Neutral,Labeled,
dai mn nag iigdi sa harong puon nag pandemya.,Negative,Labeled,
kasuudma ing nag igdi c meter reader iyo ito si bill nyamo..,Neutral,Labeled,
ta pg basol p daa aki q na dae kya daa kmi nag tatao nin tamang kunsomo.,Negative,Labeled,
ay makauyamon..trabaho ninda mg reading.,Negative,Labeled,
.basolon p c aki q.,Negative,Labeled,
grabe perwisyo ata mg online class ya dina lugod mag klase!,Negative,Labeled,
kanina pa pong 11pm wala ng kuryente dito po sa sta eulalia bao...,Negative,Labeled,
11pm po uda na kuryente sto domingo nabua..,Negative,Labeled,
ingat na sna po linemen ta mauran,Positive,Labeled,
"sadi po iriga,what time po magkapower?",Neutral,Labeled,
la purisima iriga brownout hanggang ngayon simula pa kagabi.,Neutral,Labeled,
unong oras po migka power sa nabua?,Neutral,Labeled,
akala ko nga agko na kami christmas light sadi house ta on and off ah ilaw... haha,Negative,Labeled,
migtapos a taon uda man nagbago,Negative,Labeled,
kun mkaistrikto kmo k bayad s tkot n mputulan ilo kun drwa a bill dwa unong pki ucep,Negative,Labeled,
nusad sana nguwan buyong abo a mga counter sdi baao tpos amoyton serbisyo niinyo,Negative,Labeled,
pero ta uno kaya ninda manipulation uyan na power supply kna kuryente.,Negative,Labeled,
olol bakit alam moba f ano ginagawa ni leni,Negative,Labeled,
gago kapala mgka pgsalita kalamo galing mo gago.,Negative,Labeled,
mghugas kanga ng pinggan para makatolong ka sa nanay mo,Negative,Labeled,
tanggap na nirang batugan si pduts kya si vp na inaanap.,Neutral,Labeled,
da basang nag langoy,Negative,Labeled,
paki translate manpo sa tagalog kun abo bikolnon mala ko po kaya kapatal kya di gets ang english language,Neutral,Labeled,
ivan rosales atang pasada rinconada puro bareta english dapat kadi taga,Negative,Labeled,
rincondana man po tlagang saritaon hehe,Neutral,Labeled,
"kya ngani, maski pasada tagalog ok na sna yan.",Neutral,Labeled,
uda basang ako mai tindihn kna binabarita ta permi english,Negative,Labeled,
", cnsya na ta masakit adi two arog ko patal.",Negative,Labeled,
"takot mn su mga pulis,",Negative,Labeled,
"inulat pang mg dkol su ma distroso,",Negative,Labeled,
"uda mn mga nagginibo,",Negative,Labeled,
"ay unta ton., baritang rinconada pero english",Negative,Labeled,
dapat ta kadi pasada america,Neutral,Labeled,
pwede man kintanang rinconada na sana 0 tagalog ta nganing di pa nakadagdag kadi,Negative,Labeled,
"the fact is hindi naman talaga niya itatapon nataranta lang talaga siya kasi akala niya nahulog yung dala niya kaya kapa siya ng kapa sa bulsa niya,",Neutral,Labeled,
amu plan adi c nalabusan nmu sogav e nah pig tatawowan.kla qn disgrasya ing.,Negative,Labeled,
maray ngani uyan marakop.,Negative,Labeled,
erak man su pamilya.,Negative,Labeled,
oda pagbabago.,Negative,Labeled,
dpt ang tga pasada rinconda ang tinatanong ung mga nakakita mismo s pangyayari,Negative,Labeled,
..pra tama ung ibinabalita..di kung sino2 n ing ang kinakausap n wala nung mangyari.. basta may maibalita ing..,Negative,Labeled,
kaya kami nkakapag comment ng ganyan..t di man ang mga nka usap ng taga pasada rinconada ung nakakita mismo ng pangyayari.,Negative,Labeled,
kaya kayo napupulaan s ibinalita.,Negative,Labeled,
agko nayka gasgas sa tohod..,Negative,Labeled,
malamig na rihas pa bagsak mo,Negative,Labeled,
"paskulungan. ang resulta kawawa yung pamilya, kulang sa pasko.",Negative,Labeled,
"imbes masaya, problemado pa. haynako. bago bago rin. tumatanda na oh,",Negative,Labeled,
"nka shabu dapat alerto, sa ngamin na pra shabu ika buko alert!!!",Negative,Labeled,
ung mga nka usap cguro ninyo ung mga usyusiron ing at gustong sumikat..,Negative,Labeled,
tara man noy?,Neutral,Labeled,
"dilaan mo boy,maraya payka",Negative,Labeled,
panu naman kasi pinag sabay sabay kaya ganyan.,Neutral,Labeled,
sa panahon nguwan takot n tiga maki suksukan s kadaklan n tawo...,Negative,Labeled,
"uno raw nangyare sadi t arog kadi nangyare,",Neutral,Labeled,
d na utob so social distancing mga gurang p pati migpila pra makakuko sna q ayuda..,Negative,Labeled,
pwedi man sna limit lang so pinabauy muna pra s pagclaim. just saying lang po,Negative,Labeled,
abo po kuno ku land bank gusto nira personal appearance ka mga senior citizen.,Negative,Labeled,
dapat kiton inaatod na sana nganing d nmn mapagal so mga gurang.,Negative,Labeled,
si papa ko ngani nadismayo sahan!,Negative,Labeled,
"kaya raw agko nanaman nganako kadi migreport, ni nagsala hahaha",Negative,Labeled,
"mga gurang na papapirilahun pa,",Neutral,Labeled,
ang iba dae na kaya mag lakaw obligad0 para lang makakuang pensi0n.,Negative,Labeled,
"panu nalang c mga dae na talaga kaya dawa mag tukaw na mga seni0r?.n0, thanks na sana?",Negative,Labeled,
"nasa lgu ang problema,sa bao maski man igwa kian itatao sa mga tawo pero sunod pa man dyaday sinda sa protocol permi agq 1 mtr tas w f. shield and mask.",Negative,Labeled,
"jusko po,,kaherak man kan mga gurang dpat po ini organized ng ayos d sabay sabay",Negative,Labeled,
dapat poh talga inatod n sana kada bray para d n nag soksokan sa pila so mga gurang,Neutral,Labeled,
pauno poh palan kung agko n siton pinang ruloyahan n kin ginhawa,Negative,Labeled,
kulang p poh ah pension nira matatangap,Negative,Labeled,
usad so kag igin ko soyan n nag pila,Neutral,Labeled,
kung isi ko sana arog kiton diri kona pina iyan siton,Negative,Labeled,
"maerak mn poh kmo mga nakakataas sa mga gurang diri pag para pasakitan ah mga gurang ,,",Negative,Labeled,
usad pa bgo nira matangap ah pension pag para pabalik balikon pa ah mga precedente k mga sifior siton munisipyo para pag para isihon,Negative,Labeled,
"ngata arog kan a mga tawo,",Negative,Labeled,
pg agko ipin nao nagsusuksukan na pwd gayud mag pila lalo nguwan agko pinapautob na social distansing,Negative,Labeled,
udma kadakol na ka positive,Neutral,Labeled,
anggan nguwan tubod pa kamo sa kobid..,Negative,Labeled,
ilingon ninyu tunay na nangyayare bukong sa barita sana kamo nagkara base .,Neutral,Labeled,
sabi na kulang ya mga hospital kitun,Negative,Labeled,
sana sadi iriga maitao nmn uda na pang bulog ah mga gurang.,Negative,Labeled,
"ku usad ngani agko nag iyan na politiko sadi bray namu social distancing daw , pala pagbabayad namu suksukan sinda sadto lunadan nira 3 opssss share ko lang.",Negative,Labeled,
erak man ku mga senior,Negative,Labeled,
let the money talk begin. imbes na house to house distribution abo na mg pagal uyan na mga lgu officials,Negative,Labeled,
. pg abot sa sintabo nalilingawan ta na ngamin ayy!!!,Negative,Labeled,
pag mayong ngpossitive jan covid free tiga ang bula..,Negative,Labeled,
panu po kc 13baranggay pinagsabay sabay kaya pnu pa masusunod ang protocol nyan,Neutral,Labeled,
"2 nsa lgu ang problema , nasa pagpapadara po yan .. 5",Negative,Labeled,
d po pa ka nerbyos baad amu p yan mag cause k pgka amo na di sinasabi ko.,Negative,Labeled,
pag aldow na sa mga pension sarado na tibay butchok,Negative,Labeled,
"full tank mo pirmi para maagahan ka man sa tinampo trangkilo sana gs os 3 2,",Neutral,Labeled,
harayo man na marhay yan sa traffic sa edsa... hahaha,Negative,Labeled,
sadi po nabua grabe man traffic 2 nyare,Negative,Labeled,
pwede man po kaya halion an barikada kan kampo kan army sa harap kan deped diyan ta iyo an saro sa bottle neck diyan pwera pa kan sa kanto pacapitol.,Negative,Labeled,
lagi naman traffic jan pag dating sa pili,Negative,Labeled,
super traffic talaga subago pag pa nabua namo tapos deretso kami pili traffic din,Negative,Labeled,
"hanggang pag uling bula pati motor nasasakitan makasingit tapos sinabayan pang uran kasi yung mga road, kita nang libo ang additional ng mga sasakyan, di man lang palakihan!",Negative,Labeled,
arog kaini pag malupit ang hiling na may astigmatism. may asterisk hahaha,Negative,Labeled,
may piling oras mn lang ini iyo,Neutral,Labeled,
"isay raw yan ai, by the way congrats po ..deserve nyo po n mnalo alam qng maraming pera n rin po ang nggastos nyo bgo keo nanlo ng ganitong jocpot,,,",Positive,Labeled,
next ako na sunod ming gana sahan.hoping,Positive,Labeled,
sana all.sana baratuhan so gabos na nag comment,Positive,Labeled,
so gusto sa balato iyan na lang sadto baloy,Positive,Labeled,
congratulation sa nanalo taga bicol uragon ka....god is good all the time.,Positive,Labeled,
may kasabay pala q kya ing apat na number ing ang sakin,Neutral,Labeled,
congrats kristel shaila!! painom nal,Positive,Labeled,
wow congratzpoh balato man khit pamload ing,Positive,Labeled,
"sana ol , dawa di ako nag tataya",Neutral,Labeled,
sana all nag gagana..,Neutral,Labeled,
"jassica rose priolo baka ikaw yan, taga pol ka ah balato!!!",Positive,Labeled,
wow dalawa n nanalo sa albay,Positive,Labeled,
wag po tayong humahangad na yumaman dahil masasadlak tayo sa kapahamakan!,Neutral,Labeled,
"kanguran, gatikot pong tyaga y pacencia.",Negative,Labeled,
yan pong pagenergize ka 300mva kaipuhan sa panahon tangane po masynchronize y macommission sa tamang paagui ka manufacturer's recommendation for safety and dependable usage,Positive,Labeled,
. antabay po sagcod pacencia ta mawot ta man ngamen a marhay y seguridad na serbisyo.,Neutral,Labeled,
"dawa man maung advisory sa balatan normal na maudaan kuryente, bulok",Negative,Labeled,
anu ba naman yan power interruption nanamn kainaman na.,Negative,Labeled,
dapat po february 14 nalang po kuta,Neutral,Labeled,
rudolph osma ride na gayod kan hahaha brownout gyapon,Neutral,Labeled,
"para s mga ma date with candle lighting talaga, tapus s iba karapaan lang ta madiklum,",Neutral,Labeled,
kung pwede sa feb 14 na sana casureco iii mamuya pa ko,Neutral,Labeled,
wala na bang pag asa? di na nagbago! ilang taon na ganyan!,Negative,Labeled,
ay oh. maxado si casureco,Negative,Labeled,
baga na nasiraman naman ah casureco ah,Negative,Labeled,
potaton 2 pa sana dana kuryente sadi kanamo giramrag naamay naman lugod adi,Negative,Labeled,
balatan!!! pake usay man tabi ta diri na kami nakakaangos saci!,Negative,Labeled,
pirmi na sana,Neutral,Labeled,
umay na,Negative,Labeled,
para riding man tabi dri pkauugak kaarani k bloy q sa tinampo dri inaabot.,Neutral,Labeled,
casurico sbi ninyo jan 23 eh 21 ping ngown. uno mn iton?,Negative,Labeled,
unong aldow po,Neutral,Labeled,
serbisyo po!. newly replaced 300mva transformer po na dapat masunod so manufacturer's recommendation kin paono maenergize tangane macommission sagcod magserbisyo sadi grid ka nasasakopan na halos enterong camarines sur.,Neutral,Labeled,
tyaga po para sa ginhawang minamawot!,Positive,Labeled,
ipabarya..permi ng dadakulong tindaahan a babakalan kadi..hehe,Negative,Labeled,
na lang pala or magiging milyones na ung halaga ng 5k,Neutral,Labeled,
lan san antonio remo lalo na kung babakalon sana man limanh delemon,Neutral,Labeled,
"lapu lapu is not a hero, he is a villain ta an purpose man sana ni fernando magallanes kun tano ta nag igdi sya was to circumnavigate the world and to spread christianity.",Neutral,Labeled,
there was no decree yet from the king of spain to conquer. and bako man na war an nangyari sa mactan it was just an ambush.,Neutral,Labeled,
"kawawa ang mayari pagnhulog or naiwala yan, iyaktawa yun panigurado kht nmn skn",Negative,Labeled,
cguro mangyari dapat so sa 500 balyuhan naman so feature.,Neutral,Labeled,
commemorative note sana man ibig sabiyon di man an migluwas sa public limited man sana po a iluluwas kiton.,Neutral,Labeled,
sa 500 na lang c lapu lapu tanggalin na ang mga dilawan,Negative,Labeled,
madali sana iton mataban.,Negative,Labeled,
buti gng laging my 5 k,Positive,Labeled,
"nku pababa ng pababa n tlga halaga ng piso,,",Negative,Labeled,
la nang baba ka gdp ta,Negative,Labeled,
commemorative banknote nga lang naman daw.. anu ba kau.,Neutral,Labeled,
"kintana 2000 muna man or 1500,,.2",Neutral,Labeled,
ay amo palan yan so sinasabing galin pa sana so gma unang hirit ko nagrrigos kami,Neutral,Labeled,
sadto mangente resort last jan.12 congrats to the winner,Positive,Labeled,
congratulations kaninyo. pagyamanin po ninyo so blessings na itinao kaninyo ni god.,Positive,Labeled,
god bless your family always.,Positive,Labeled,
god is good in all the time..congrats to the family,Positive,Labeled,
"congrats,po kahit hinde man ako manali piro kalogar naman ang nanalo.pag palain po kyo ng my kapal.",Positive,Labeled,
congrattz..god is good...blessings yan sanyo..phighn nyo at ingtn.,Positive,Labeled,
"tart joy, amu di?",Neutral,Labeled,
congrats po! kakatuwa naman kc kababayan ko nanalo. praise god!,Positive,Labeled,
congrats kabayan q taga balatan,Positive,Labeled,
ayy amu nbayad gayo yan nmu sdto compound q city hall ng kikibigkibig pa irak man sna maka recover man,Neutral,Labeled,
ang problema po jan ta halos dukot nmn tiga ang primary line kan casureco sa telco post kaya suminabit ata c ladder or c payo nya.,Neutral,Labeled,
kaparati pati mau imng ppe n hard hat ang mga trabador kan company.,Negative,Labeled,
erak man .sana maka survive man sya... a.a,Negative,Labeled,
herak man ingat tabi kamo..,Negative,Labeled,
lringat sana tabi permi..,Positive,Labeled,
personal protective equipment must be in place.,Positive,Labeled,
su supplier ah rakupon tabi. amuyan dapat tinutumbok ninyo.,Neutral,Labeled,
pano mkaka talon palaka eh may takip ata takure,Neutral,Labeled,
dakol p sadi baao kuno raw masampulan ta nganing pumundo na nakakasira ng mga,Neutral,Labeled,
"kabataan nakikita mga ginagawa ng magulang bad influence,",Negative,Labeled,
"kon isi yan dakol sa baao druga nya tauno ta pinababayaan ka mayor saka mga pulis,",Negative,Labeled,
kin iton nagsisinapot kud pansit bato na sana kamo pangla amo ninyo ipagbariwas,Negative,Labeled,
bagana sa pati kapulisan pwede pa ninyong paiskoron. w,Negative,Labeled,
kesa man kiton stepping stone kintana kinding bawal.,Negative,Labeled,
amu mandi baao mga dri napondo kading pag tinda shabu dri pa jaday naubos dakol,Negative,Labeled,
na tawo nararaot dahil kiton n shabu iton uno man raw karayan kiton. maski agko tol tol,Negative,Labeled,
na tawo nagdadara kiton mga bisyo iton. mag agwanta pa kmo.,Negative,Labeled,
pdi man mabuhay na uda bisyo sa buhay.,Positive,Labeled,
siton baloy ni manay verginia.,Neutral,Labeled,
pirmi na sanang taga baao ang sangkot sa droga,Negative,Labeled,
ok lang yan bailbond ka 200k kung wala pahinga ka muna mga 1 year 20k na lang yan,Positive,Labeled,
pag shabu.perming baao.anyare,Negative,Labeled,
pangalanan nyo pra mabisto mga ugok.,Negative,Labeled,
dapat kan subsuban man na actual paryo ka marijuana..,Negative,Labeled,
ipabakal nanggad...,Neutral,Labeled,
in dri itatago snayan nira tas.,Neutral,Labeled,
must to make move mga leader tabi mag isip solusyon ka problema bokong poro sana,Positive,Labeled,
ono basang a ginigibo nindo mga under oath nag se sweldo iwag man tabi kamu,Negative,Labeled,
sigi pa kamo,Positive,Labeled,
bko man xanang xadi baao kdakol man xa ibang lugar minxan ngane tga naga xadi,Neutral,Labeled,
"baao narrakop,",Neutral,Labeled,
big time huh!,Positive,Labeled,
kadakulon ang matatalino igdi.,Positive,Labeled,
nata lakapasil man sana kun habo nindo magpa inject di dae kamu magpila.,Negative,Labeled,
matatalinong patal cge pang tahol garo ido.,Negative,Labeled,
mga nagcocoment dito ng mga negative mga di nakaranas sa abroad at walang,Negative,Labeled,
...sa abroad walang pinipili basta may vaccine malunasan lang problemsma ng covid...,Neutral,Labeled,
pero para sakin ang covid ay isang kasinungalingan sa dami kong nakasalamuha na ibang lahi na positive kuno hanggang ngaun nakauwi ako negative,Neutral,Labeled,
sabi ngani baga kitang mga taga bicol kung mamatay sa aga ngunyana...,Negative,Labeled,
pila lang mga dds sa donation kuno,Neutral,Labeled,
mga oa iba kung ayaw niyo di wag...,Negative,Labeled,
dami dada nun na tagal ng bakuna tapus ngayun puro din dada..,Negative,Labeled,
dinaman siguro kau pipilitin eh...,Neutral,Labeled,
txka kung alam niyo naman na ok pakiramdam niyo di wag kau paturok ganun lang yun..,Neutral,Labeled,
su leni ninyo mig gobernador na daa ta mayo na ma iiscam sa 2022 patal kaya.,Negative,Labeled,
bakit kailangan gamitin ang 50 effectivety rate. sana dn nlang s 95 sayang ang pera,Negative,Labeled,
pero pag sa tuta kapit na kapit kase walang masabe,Negative,Labeled,
bkadakol ka matatalino sadi bicol yoo,Positive,Labeled,
ka mga oa.,Negative,Labeled,
sadi ngani desyerto ultimo hari ag boung pamilya china made an ginamit na vaccine...,Neutral,Labeled,
mga dds una na kayo magpa turok ng bakuna para magka alaman na.hahaha,Neutral,Labeled,
kung ayaw nyu magpaturok tumahimik kayo kasi di nman kayo pinipilit...,Negative,Labeled,
wag nyu lang sisihin ang gobyerno pag nagkasakit kayo...tssssk,Negative,Labeled,
cris gord'z agko man kan sadi bicol dapat dri n nagkuku sa made in china,Negative,Labeled,
michael razon hertez mgdudukdok pa kadto,Neutral,Labeled,
cris gord'z dibali dri man itorok mg kaon sna.,Neutral,Labeled,
bosogpa.,Positive,Labeled,
sigurado pa uda side efect,Positive,Labeled,
hanapin ang agent qu van na nilunadan nira ta isi so mga detalye kadto papanaguton qu abala ag perwisyo,Negative,Labeled,
pauno palan ken agqu nangyare kanda maraot sorry ag thank you,Negative,Labeled,
jhon portugal pontillas pakitxt so plate no.,Neutral,Labeled,
ta paabangan ta ko mga tropa na nagcheck point!!!,Negative,Labeled,
pukpukon ko payo niral!!,Negative,Labeled,
"jhon portugal pontillas, malaka familiar ka middle name mo portugal kadakol portugal sa bray san jose nabua.",Neutral,Labeled,
"manduya man palan ika parehas tayo, insan.",Positive,Labeled,
"jhon portugal pontillas, ay masi an april palan bday mo, april din ako hehehe...",Positive,Labeled,
buko pong inofferan na sira sa malunadan ku usad gad na kapitan from nabua.,Neutral,Labeled,
"tibaad makauli na sira , stay safe!",Positive,Labeled,
erykah coraldebance kahit po si kgwd junjay nag oofer po ng masakyan nila.,Neutral,Labeled,
ung kaibigan q din sa laguna ipinost sira sapon na ramrag pig share q po sa katinik kaso sabi q friend q sinabiyan na daw na di mag galin.,Neutral,Labeled,
nag galin pa rin daw tapos tinanggal na su post niya tinanggal q na din su post q.,Neutral,Labeled,
nag pm na ing aq kaykgwd junjay,Neutral,Labeled,
then suddenly pinost naman po adi ku rider sa panda,Neutral,Labeled,
pig share q naman kay kgwd sabi niya nagpaiyan iya sa mga autoridad para masundo adi sa calamba kaso uda na daw.,Neutral,Labeled,
tapos agko po nag post na scam daw po adi..,Neutral,Labeled,
not so sure po pero baga na kaya nagtutugma po sadto comment kadto nagsabi.,Neutral,Labeled,
tas sabi po sadi nag agi sna ..,Neutral,Labeled,
pero sabi ku mkabyad kanda na nag galin sa calamba naglunad daw po sa jip.,Neutral,Labeled,
so sad po kin matuod na amo yan mudos nira despite po ka kadakol kanda gustong tumabang.,Neutral,Labeled,
"gelai aigel mendez ay grabe man po palan kin modus sana yan,",Negative,Labeled,
baad man diri ta kadakol ka gusto tumabang,Positive,Labeled,
erykah coraldebance truths mam kadakol po gusto kanda magtabang..,Positive,Labeled,
si kgwd junjay fortuna itself po gusto xa iparescue..,Positive,Labeled,
nakikipag coordinate po kami sadto nagpost kanda na barkada q taga bula adto .,Neutral,Labeled,
xempre kabbyan baya kaya nagmmkulog man kaso sinabihan na po ngani uno na ttabangan na sira ni kgwd nag galin daw.,Neutral,Labeled,
kaya nangalas aq talga ta ata irerescue na nag galin pa.,Negative,Labeled,
tapos napag isip isip q su comment ku usad sadto ibang group.,Neutral,Labeled,
tapos agko pa nagpost na 4 years ago daw arog man kan istorya arog,Neutral,Labeled,
imagine kin matuod po kaya talaga na nag aayat sira sa tabang,Neutral,Labeled,
tauno ta di sira nag ulat sa rescue,Negative,Labeled,
.pinaiyanan pa po sira sa autoridad ni kgwd fortuna.,Neutral,Labeled,
nagpabalik balik sadto tapos uda naman sira.,Neutral,Labeled,
tapos nguwan naman nabyad q su post ku kapitan nira buko daw po iton na lehitimong taga nabua..,Neutral,Labeled,
taga quezon daw po an nagsabi ing po na san na gustong mag istar kaya po tinawan sa bray,Neutral,Labeled,
i'd ta uda bsang po pagkakilanlan..,Negative,Labeled,
so sad po na despite of the people na gusto kanda magtabang modus man sna palan.,Negative,Labeled,
minesage q na din po si kgwd junjay regarding kadi.,Neutral,Labeled,
namumundo man ngani iya kin matuod daw po na modus ing adi kadi darw,Negative,Labeled,
dapat so kag sadiri ko van managot ngata di isi ko driver kin pira pasahero nia ta basta nlang nag galin,Negative,Labeled,
ibalik na ke ang byahe ng bus..,Neutral,Labeled,
ganon din namn..,Neutral,Labeled,
ising udapa su iba mag galin ka oda puso tapos su mga gamit isi na nasa sasakyan nag galin pa nanggad na oda su kagsaderi,Negative,Labeled,
erak man diri isi kong uno nasa isip ko driver na oda considerasyon.,Negative,Labeled,
"kabayong driver an ka van, ikang dimungkog ika ah mabayad ko sna ka ta ,",Negative,Labeled,
patikbaloon ko na nman ika.. !,Negative,Labeled,
"ay irakman dapat po bago otro mag andar baydon a pasahiro kong kumpleto,",Negative,Labeled,
"mabalos sa mga food panda, god bless you,",Positive,Labeled,
amo ding pangyyari a nkakapagpa tulo ng hula ko..,Negative,Labeled,
ngud ko kaya naranasan man mag agi pauli sadi bikol start manila..,Neutral,Labeled,
pero in god grace agko mga nagtabang kanya.,Positive,Labeled,
salamat sa mga tawong matabangon sa kapwa arog ka mga panda riders na yan..,Positive,Labeled,
salute to all the panda riders na tumulongg hain na daw an van driver dae lamang hiniling so saiyang pasaheros,Positive,Labeled,
d mn basang naerak su driver ku van.,Negative,Labeled,
agko mn po cguro number dpt pigtawagan ninda.,Neutral,Labeled,
grabe man na driver yan ku van d basang nag isip na nag plite man kin laka mal tas babayaan sna .,Negative,Labeled,
erak man,Negative,Labeled,
erak mn ni kiton mga ka taga nabua na paryo ko salamat po sa ngbigay ng food gods,Negative,Labeled,
bless maan kmo po 2,Positive,Labeled,
siguro nguwan na mga nguwan nag iisip nmn adtong driver ko ginibo nya...,Neutral,Labeled,
sana po di na pangarugan k iba pang mga driver ta siton.,Negative,Labeled,
galin pa sana kami sapon sa lipa batangas tapos sto tomas nag deliver.,Neutral,Labeled,
diri kuman an nabayad.,Neutral,Labeled,
barombado so driver ko van.,Negative,Labeled,
pigsimpuran man an nya ginibo nyang arogkan sa kapwa.....,Negative,Labeled,
anuman hanapbuhay van driver kapag hinaluan sa katarantaduhan agko katumbas na karma...,Negative,Labeled,
kada supog atang colorum man.,Negative,Labeled,
baka mabangga n sna pag uda n sakay pasahero,Neutral,Labeled,
makarma man siya,Negative,Labeled,
kung igwa na kuta ng bus pauli sa bikol dai iyan mangyayari sainda kundi tano daw ta habo pang tugutan ang mga bus na magbiyahi haling manila pasiring sa bikol ta hirak man.,Negative,Labeled,
uda supog na van!!!,Negative,Labeled,
tibaad a ginibu mo kade darwa di ibalik kanimo sa sobral,Negative,Labeled,
erak man!,Negative,Labeled,
tibaad makauli na kamo..,Positive,Labeled,
su van tibaad bisto pa ninyo!,Negative,Labeled,
